Pre-Utterance Context,Student Utterance,Post-Utterance Context,Offering mathematical help,Successful Uptake,Asking for More Information
"[student] No.
[teacher] Okay, well when you are, we should recycle whatever you don’t need any more.  Okay, so I remember writing this with you last time.  So where is the beginning?
[student] Right here.
[teacher] And this comes –",We actually added two gestures because we forgot.,"[teacher] Okay, don’t do any more of that.  Where does that come?  Is that after this?
[student] It’s connected to that.
[teacher] I need to know what order I’m reading this in.
[student] This is first and then this.",0,0,0
"[student] Wait, not borrow.  Put the –
[student] Just scoot all the numbers back?
[teacher] Why would scoot the numbers over?  Our decimals are lined up.
[student] Make it three.  The 9 becomes 8 and the 3 becomes 13 because you know that –",Because it's still a zero.,"[teacher] What?
[student] There's still a zero.
[teacher] There's still a zero where?
[student] At the end because it doesn't matter how many zeroes.",0,0,0
"[student] And you get two.  That’s just a gesture that you put in.
[teacher] So like that, like you were about to say?  And you get –
[student] Two.
[teacher] Two.",And you do not do anything to the denominator.,"[teacher] And you do not – oh, and you do nothing, okay, to the denominator.
[student] And it goes…
[teacher] Okay, Student M.  I’m going to say “which means it stays the same,” just so that’s clear.
[student] I thought [inaudible].",0,0,0
"[student] One-half.
[teacher] So this line from here to here, that is a half inch long. Well, it’s not drawn to scale.  That would be a half.  If I want sixteen-sixteenths, that should – have you gone to the nurse?  Now you join your group.  I’m sorry, what?
[student] [Inaudible].
[teacher] You’re supposed to be with your group.  You’re supposed to be with your group.  So to make a whole, how many sixteenths do I color in?","Sixteen.  So eight-sixteenths.  Nine-sixteenths.  Ten- sixteenths.  Eleven-sixteenths.  Twelve-sixteenths. Thirteen-sixteenths.  Fourteen-sixteenths.  Fifteen- sixteenths.  Sixteen-sixteenths.  That’s a whole.  So if right here we’re at eight-sixteenths, this would be nine- sixteenths.  What’s this one?","[multiple students] Ten-sixteenths.  Eleven-sixteenths.
[teacher] So point P equals?
[multiple students] Eleven-sixteenths.
[teacher] Eleven-sixteenths, all right?  What is?",0,0,0
"[student] Number 4 if you do it on the three quarter inch, it won't fit.
[teacher] That's why I gave you the centimeter grid paper, right?  How are we doing?  You can draw number 1 and 2 only if you need to.  But remember what are the ones we're drawing the pattern for?
[student] 3 and 4.
[teacher] Right.  So Student J, are we following instructions?  Step 1, 2, 3, and 4 are on the board.  So we're predicting, building, and checking.  And I noticed that you predicted for numbers 1 and 2.  Yesterday and today I explained that that's not what we're doing because you're gonna refine your prediction the second time around.  So what's your actual answer for this one?  Is it indeed 16?  So if it's your actual answer, should that be here?  Good.  So you should be showing that.  How we doing?",Good.  I'm just trying to find out how to do these.,"[teacher] How do draw the pattern?  Look back at numbers 1 and 2 and that may be helpful.  Right?  Ladies, are we all set?  I want you to show me your work for number 1.  Go ahead and try to complete your work for numbers 1 and 2 where the box and pattern are available.  So yesterday we were struggling a little bit with our initial predictions.  So I wanna review this today.  So if I'm looking at the number of cubes that are in that top photo, which looks like this, what do we know about how many cubes are in that top box?  What do you think?  How many cubes are in that top box?  You think there are 12.  Why do you think 12?
[student] [Inaudible].
[teacher] Why do you think 12?
[student] There's 3 here 'cause there's one on this side and 3 on the bottom.",0,0,0
"[student] Um-hum.
[teacher] Okay, so show me how you did that.  Do that.  So that’s a good strategy, you are putting the number, 1, 2, 3, in each one so that we know how many bags we have and you are putting the 4 above that, so know you know that you have your six bags, so your math was correct, it just was that you really didn’t represent it.  What you did was you did four bags with six in each and that’s not what it says.  So you would have avoided that if you would have underlined it and gone back so it’s important to use RUSK, okay, you see why we are doing that?  All right, so now you said 6 times 4 is 24.  Good.  And you always circle your answer. And reliable as well.  24 what?
[student] Oranges.
[teacher] So let’s put OR or something.  Okay, so that’s your first one. Now, let’s read a second question.  Can you read it out loud?","When Ms. S order oranges from the fruit company, they come in boxes.  Each box has 40 oranges inside it.  Last week, Ms. S ordered six boxes of oranges.  How may oranges did she order?","[teacher] Okay, so what is our next step then?  We read it.  Do we understand what they are asking?  Okay, so do we underline it?  Go back and underline.  40 oranges inside, okay, six boxes of oranges, how many oranges did she order.  So let’s get rid of this for now and we can stop thinking about that, but just look at this.  40 oranges inside.  We’ve got how many boxes?
[student] Six.
[teacher] Okay, so can we represent six boxes?  And how many oranges in each one?
[student] 40.",0,0,0
"[teacher] Oh – no, you score it on the table.  The directions are on the table – in the basket, and you keep score on the table.
[teacher] I’ll play with you, Student I, if you want.
[student] [Inaudible] remainder into the – you said subtract the remainder into the –
[teacher] From the tiles.","Yeah, from the 37, and then you get that number and then you roll the dice and then you get that number and there’s only –","[teacher] Why don’t you do the first one and then you can keep score that way.  You both need a marker though, Student C.  Okay, so you’re gonna take 37 divided by four.
[teacher] What will be next?  So it’s gonna end up with a remainder of one, so he gets one tile.  And you take that one away from 37, because now there’s only 36.  So your dividend is 36. Now you roll the dice and see what you divide it by – divisor.  So you’re gonna have 36 divided by four.
[student] Wait, how do you start off?
[teacher] I’ll show you in just a second.  So he’s not gonna get a remainder, so you’re gonna start with zero.",0,0,0
"[student] I got it.
[student] Yeah.
[student] Yeah.
[teacher] Oh, my gosh.  Oh, my gosh.  Okay.  Oh, we get it.  We get it. We get it.  Except I might have seen – oh, very good. Okay.  Put your boards down.  Who wants to come up and explain this one?  Student M, since you get it, since you didn’t get it two minutes ago, and now you get it, I just want you to come up here and put it into words.  Put it into words.  Okay.","Since we have four, that’s a whole.  We’re going to add three more to make seven.  Then that’s going to be one whole. And then the extra three will be – it will be three above. Wait.","[student] [Inaudible].
[student] Yeah.  And that’s four.  That’s going to be your denominator. And then the extra three will be
[teacher] The -
[student] Numerator.",0,0,0
"[student] Student J the builder.
[teacher] John the builder.  They have a character.  You guys are like maybe the children.  You need to know your character.  Make sure you're developing the story.  Another point that I really wanna point out to you, guys, your picture is supposed to inspire and give you data.  Now Student G, hold you picture up.  There is a lot of buildings there.  Does she have to go through and count every single building?
[multiple students] No.
[teacher] Not necessarily.  She can say I'm just gonna say there's 40 buildings.  As long as you have straight facts in your word problem, then you're fine.  It does not necessarily have to fit exactly to your picture.  The picture is just to supposed to inspire you and push you in the right direction.  Get back to work.  You got about seven minutes. Student M, this is second warning.  You will just leave if you don't get involved.",One out of four.  What do you mean one out of four?,"[student] One out of two.  There are two boys.  So one out of two boys, and then –
[teacher] Again, make sure you have a character and a story.  Character and a story.  Character and a story.  Think about the problems we've solved before.  They have a character and a background story.
[student] John the builder was hired to build buildings on one of the what's it called, surrounding [inaudible].
[student] This is impossible.",0,0,1
"[student] [Inaudible].
[teacher] And you know what?  You can actually – we can [inaudible] art and fix it anyway that we’d like, all right?  Student E, aren’t you coming up?  Okay.  One minute.
[student] This is my geometry project.  The [inaudible] is line segment, point rays, plane, acute angle.  Right angle, and obtuse angle.  And my quadrilaterals and figures without symmetry. Figures with symmetry.  Circles.  And lots of syntax.
[teacher] [Inaudible].  Okay.  [Inaudible] Student M, while I’m setting yours up, okay?","This is my geometry project.  I didn’t staple mine together, yet, but.  [Inaudible]  I have a point by – a point line. Line segment.  Ray and plane.  It’s on the back.  And then on Chapter Two I have Acute, right, and obtuse angles. Then I have a quadrilateral, which shows the square.  A rectangle, rhombus, parallelogram and trapezoids.  And then I have three figures showing symmetry.  Then two figures without symmetry.  Then I have a perimeter, diameter and radius.  Then I have my glossary.","[teacher] All right.  [Inaudible].
[student] No, no.  I can do it.  I can do it.
[teacher] It’s okay.  [Inaudible] get upset about it.  All right?  All right.  [Inaudible].  Go ahead.  We’ll [inaudible] for you. Okay.  One minute.
[student] Can you start it for me?",0,0,0
"[student] Um, is the like, [inaudible] like, three, three?
[teacher] Mm-hmm.  So which one are you on?  B?  Did you count how many boxes were in there?  How many did you get?
[student] Twenty-two.
[teacher] Okay.  So now you can write – do you mind just switching out, down there?  Oh, that’s not you.  I thought [inaudible] were coming in.  Sorry.","We got stuck on this, because we did 48 divided by 8 equals 6. Like right in the middle of two cards, and the other sides are equal.","[teacher] Oh, then you can’t use it.
[student] Okay.
[teacher] You have to work on all three sides.  So how did you figure it out?
[student] Count.",0,0,0
"[teacher] If you need to turn it around and go on the back, that's fine. [Inaudible].
[student] I don't like the elephant one.
[teacher] You wanna switch?
[multiple students] Yes.",That would be more easy.,"[student] No, it just looks more cooler.
[teacher] Looks more cooler.
[student] Better.
[teacher] [Inaudible].",0,0,0
"[student] I think that it’s A, because – because C is [inaudible] in [inaudible].
[teacher] Okay.
[student] And then this over is one-sixth.
[teacher] Okay.","And then three-fives cannot be a number, so -","[teacher] Well, it’s something, but it’s just going to stay three-fifths, see what I mean?
[student] I agree.
[teacher] Do you agree?
[student] [Inaudible].",0,0,0
"[student] No.  I can remember it, but I [inaudible].  I think it's a polygon.  The Pentagon.
[teacher] Pentagon.  Pentagon has five sides.  Now in order to find this perimeter of something with five sides what do you suppose you do?  You have a very simple pattern that you're showing here.  Each time you look for perimeter what are you adding together?  All the –
[student] Sides.
[teacher] – sides.  So with this you're adding all the sides together, too.  And they could be different.  This a normal pentagon you see, but they do make them different.  Sometimes they can look like this, and that has 1, 2, 3, 4, 5 sides but it's still a pentagon because it has five sides.  And that's what the whole key to that is.  It still has five sides.  So we add the five sides together, and this is where we get into having side 1, side 2, side 3, side 4, and side 5.  So I add them all together.  Any questions? Student L?",I got a question but it's about the triangles.  Can I try to spell isosceles 'cause I think I know it?,"[teacher] Well, let's come back to that later, hon, later.  We'll come back to that later 'cause I'd like to get you guys started on what I want you to do with your posters.  Now as I went through all this for perimeter I made a poster for square, rectangle, triangle, even to show you a pentagon.  We have studied area of different shapes, so let's talk about what are the different shapes that we have studied the area of so far.  Area being what's on the outside of the shape, what's on the inside, or what's around?  What is area? When I find area, what am I looking for?  Student V?
[student] Inside.
[teacher] What it takes up on the inside.  Which ones have we studied to find the area of so far?
[student] [Inaudible].",0,0,0
"[student] Grocery store and [Inaudible].
[teacher] The broccoli, right?
[student] No, celery.
[teacher] Oh, the celery?",We did another one.,"[student] We added another item.
[teacher] But the one yesterday was with the two kids, right?
[student] Yes, [inaudible] kids.
[teacher] Okay, because I was telling the last class about your script, because they were having trouble coming up with something to do for the multiplication, so I told them about it. Okay, so is this page one?  You should label them also.",0,0,0
"[student] The cube I'm holding in my hand is a 3D figure.
[teacher] You think it's 3D?
[multiple students] Yes.
[teacher] Why do you think that's 3D?",Because it's not like – it's like – it has – it's not like a square.  It's a 3D—,"[teacher] You think it's a 3D figure?  Okay.  When she says 3D, what does she mean?
[student] It's popping out.
[student] It's not flat.
[student] It's three dimensional.",0,0,0
"[teacher] Two 10-sided, one 6, yep.  Are you still trying to make the biggest number that you can for your decimal?  Yes, because you're trying to get as close to zero.  You want that big number to take away so that you get closer to zero.
[student] But I thought you want to get the lowest but you're going to keep –
[teacher] Your final answer after 10 rounds, you want it to be closest to zero.  But think, if you had 99 and 99 hundredths, would you take away eight from that to get closer to zero or would you take away one?  Eight.  You take away a bigger number to get to zero if you're subtracting.  So you're still trying to make the biggest number possible with your dice.
[teacher] Friends, you’ve only got about 10 more minutes so you need to be playing and using your time wisely, not being silly. Boys, let's not put the dice on the shelf.  Put it so it's not making noise and distracting others.",Stuck on this one.  I tried it out three times.  I keep getting –,"[teacher] Which one?  Skip that one.  Let me finish these and I’ll come help you, okay?
[student] [Inaudible].
[teacher] No, you just need to make sure your answers are correct.  They should be on there, okay?  Student M.  Student M?
[student] Yeah?",0,0,0
"[student] [Inaudible].
[teacher] You got seventeen?  What did you get?
[student] Sixteen.
[teacher] All right, so you two show each other, because you got sixteen, and you got seventeen.  You got fifteen?  You got fifteen? All right, show me how you got fifteen?","I counted the [inaudible] and the [inaudible], but [inaudible].","[teacher] Okay, so this line right here?  That should be black.  Okay, that’s going to be your zero.  And then start here.  One. Two.  Three.  Four.  Five.  Six.  Seven.  Maybe not.  Let’s see.  All right, let’s see.  Hopefully that’s the – let’s use this one, because this one is [inaudible].  There’s [inaudible], so you want to count here, right?  You were counting spaces? One.  Two.  Three.  Four.  Five.  Six.  Seven.  Eight. Nine.  Ten.  Eleven.  Twelve.  Thirteen.  Fourteen. Fifteen.  Sixteen.  So I think you’re [inaudible], because the ruler lost it’s black, and we can’t figure out if it’s this zero or that zero, so this is a better ruler to use, okay?  What did you guys get?  You still –
[student] I think he said he thinks he’s missing a line, but I -
[teacher] That’ happened with her ruler, too.  Let’s see your ruler.  Oh, right.  This is a better ruler to use.  Figure it out from this ruler.
[student] [Inaudible] seventeen.",0,0,0
"[student] One five is five, five and is bigger.  Is equal on
[teacher] So you’re saying that one-fifth is smaller than what?
[student] No, four-fifth.
[teacher] Oh, four-fifth, okay.  Why?  What make you say that?","Because, because in this – if you - [crosstalk], you go …[inaudible].","[teacher] Okay, [inaudible] here.  You want to use this?  Okay. [Crosstalk] with what you’re saying.
[student] Here’s four-fifth.  See this four-fifth is [inaudible].
[teacher] Is closer?
[student] Is closer – equals one.",0,0,0
"[teacher] So now we have to ask questions about our graph. I might as the class something about my graph. Questions, watch your hands. How many more slaves in Maryland than Alabama? How many stuff and go over there I can’t take that noise. And you making a fool of yourself on camera. Take your stuff, go on over there. When you get to three questions come on back and let me know okay? Thank you. I think it’s too much distraction. Take your book with you, you know why? Cause there are a lot of questions on this page that would be of assistance to you. You might say oh I’m gonna make my question like that, I’m just gonna make it about slaves. I need you to do two and three I said three questions.
[teacher] Sparkly shoes for the camera.  Okay, we are going to talk about calendar and then we are going to go over mountain math. Now, we were talking about the calendar shapes.  We have orange squares, blue rhombi, and red trapezoids.  Okay? And the question that I posed to you to think about was what do the numbers on those shapes have in common, okay? Let’s start with the orange squares.  I think those are the easiest ones.  I see a 1, a 4, a 9, and a 16.  Now, think about these numbers, let me isolate them on the board for you.  1, 4, 9, and 16.  And I think about types of numbers. These numbers all have something in common. Student W, get us started.
[student] They are adding three and adding that plus four and then they are adding that, well times that by two and then adding one.
[teacher] Okay, anything else that anybody notices?  Student L?","1 is odd, 4 is even.  9 is odd, 16’s even.","[teacher] True, still not what I’m looking for.  Student M?
[student] Well, if you have one and then times it to three and then times it to three and then add one, you get four and then you skip one for times six.  And then you go to nine, which, never mind.
[teacher] Okay.  Student M and then I am going to give you a clue, another clue if you need it.
[student] They are all composite.",0,0,0
"[student] B.
[teacher] What make you say that?
[student] Because.
[student] A.","A.  Five.  Six cannot fit into five, so and B, you can fit five- sixths into [inaudible].","[teacher] Oh.
[student] Yeah.
[teacher] Ah, did you hear what she said?
[student] What?",0,1,0
"[student] They are all composite.
[teacher] Are they?  1 is what?
[student] Prime.
[teacher] I heard it.  1 is special, what is so special about one? Student A?","It has like if you like times it like the same number it will like, well like—","[teacher] Keep talking.
[student] Well, if one and one is the same, it will be factors.
[teacher] Okay, she’s getting warmer.  She used the word factors.  1 is special, it has how many factors?
[student] One.",0,1,0
"[student] I think I did it wrong.
[teacher] Why do you say that?
[student] Because when I was counting, I think I [inaudible] to count, I added – when I counted it came up as six, but I think I messed up.
[teacher] You’re trying to figure out the area?  You’ve already done the area, haven’t you?","I’m trying to figure out what – no I haven’t done the area, yet.  I did the outsides.  That.  And then the outside -","[teacher] You already did B.  B was area.
[student] How do I find out the answer for -
[teacher] For C?
[student] Yeah.",0,0,0
"[student] Let’s go over here.
[teacher] Here is fine.  I want everybody sitting, everyone together.  If you want get a board.  Student G, get up, Student G, come on.  Are you done with your group?
[student] Yeah.
[teacher] If you need to tie your shoe, come over here and tie your shoe.","I think that we should get another paper and then label the lines, label the lines so that we can say like “before line one.”","[teacher] I don’t want actually parts being given though until you have every line written.  I know that we started with narrator person, all that stuff.  Student C?  But you don’t have to worry about those parts yet, you just have to worry about getting the entire script down.
[student] So we have a lot of the script, but I feel like it need something else.
[teacher] What are you thinking?
[student] Like [inaudible].",0,0,0
"[teacher] One whole, and one-third?
[student] No, one [inaudible].
[student] What’s your -
[teacher] What’s your fraction?",[Inaudible] out of two.  One out of three?,"[teacher] One out of three, which is called?
[student] One-third.
[teacher] One-third.
[student] Six-fifths.",0,0,0
"[student] Do we have to do it in order from 59 to 69?
[teacher] Yes.
[student] Okay.
[teacher] Very good.  All right.  So once you've got your months plotted, then what are you going to do?",What are we supposed to be doing right here?,"[teacher] What does it say?
[student] The numbers for the box.
[student] You would do the Y axis labels.
[teacher] Yeah, you need to do the Y axis labels, which means we pretty much have to choose an interval, right?  What do you think the interval should be?  You think 1?  I hear a vote for 1. Student C?",0,0,1
"[student] [Inaudible].
[teacher] But you knew it before [inaudible]. Student S?
[student] A table?
[teacher] That would make that a table a place where a row or column meets is called a table Student D?","Oh, oh I know what it is!","[student] Angle?
[teacher] These are all [inaudible] or what? I’ll take them for you.
[student] I know it now.
[teacher] Student D it was on Student D he went to the bathroom. Student D is not here. We go back. Where a row and a column meet. Place where a row and a column—that’s good baby. Put a line, which one is it called? Thank you I’ve been asking you that. It’s good to know now that you’re waiting in your seat. She get whatever she want teacher I told that we were gonna come to your class. [Inaudible]. No just tell me the name of the word.",0,0,0
"[student] So I first I tried to do a few times to get me to 72.  First I tried 15 times 4 because you're using the 4 because you put 4 cookies in each bag so that equals 60.  So I know it's –
[teacher] Do you just want to talk to the group though just so that they can hear?
[student] So I know that’s not right because I have to get to 72.  So then I took 17 times 4 and that gave me 68.  So then I moved up just one to 18 times 4 and then that 8 times 4 is 32 and that's 7 so that gave me 72.  So it's 18.
[teacher] Okay, so Student J figured out that the answer is 18.  So that's the way that he did it.  Okay.  Now he's using what's called algorithms which are quick and short, but what did I – what I'm trying to teach you is how to figure it out using pictures.  Okay? So who can come up – and that's fine, Student J, and you want to use that way and that's what works for you as a mathematician that helps you to be fast and quick, that's fine.  But today I really want to focus on drawing pictures.  Who can come up to the board and draw a picture of the problem because that to me is really important.  Student T, you want to try?  Sorry.  I said Student T, but come on Student T, that's fine.  I’ll get you next time Student T, okay?  I can hold it for you if you need help.","First I did the circle.  I wrote 72 in the middle.  And then I knew that if there were 4 cookies in each bag so I did 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 50 – oops.","[teacher] 48 plus 4 equals?
[student] 52.
[teacher] 52, good.  We can count along with her, right guys?
[multiple students] 56.",0,0,0
"[student] It’s a table.
[teacher] I like hands Student S? No, no, no I’m asking you what’s he drawing?
[student] Oh he’s drawing the bar graph.
[teacher] He is, come down now can you draw a table. Go ahead let’s go make your bar graph. A table we gonna keep this and we’ll just write the word bar graph cause he was on the right track. I was gonna ask somebody to draw a bar graph but—",Teacher I know how to draw a table.,"[teacher] Thank you for raising your hand and not calling out I appreciate that. Alright now draw me a table. That’s why I told him to sit down thank you kindly. Under the table?
[student] Yeah I found it.
[teacher] You found a table? Tell them what page that is Student D.
[student] 152.",0,0,0
"[student] Can we put our name on the—
[teacher] Yes.  Guys, right here to me, and this is going to be short and sweet.  Thank you.  All right.  You have some frequency tables.  We'll probably only have time to do one.  You'll put it in your math folder at the end and we'll finish tomorrow.  Let's take a look.  When I have – when my categories are months, what kind of graph would I do for that?  Am I going to do a bar graph?  Am I going to do a line plot or a line graph?
[student] Line graph.
[teacher] Why do I do a line graph when my categories are months? Student T?","Because you only do that when it's time or a place – no, not a place – a time, a month, or a year.","[teacher] Time, months, years, days of the week.  It should be in the bucket.  Okay.  We just set them down.  Where did I put them?  Oh, right there in front of me.  There you go. That's right.  Any time our categories are time oriented, then we need to make sure that we do a line graph for those, okay?  If you take a look, the first table that I've given you is inches of rainfall in Atlanta, the average inch of rainfall for those months.  If you will take a look at that, you're looking at this.  What I want you to do is turn and talk to your partner, looking at that information, how would you begin to make a line graph for that?  Where would you start with that information?  Why don't you two talk?  Student C and Student P right there.  Student J, you might want to slide over.  Join those three.  You two, right there with Student M, and you two right there with him.  That will work.  You're talking about how are you going to start by making your graph with this information, where you're going to begin with it.  How did it go?
[student] 54 and 56 was very popular.
[teacher] That was the popular section, huh?  Be careful.  Come around this way, Student O.
[student] 1, 2, 3, 4, 5, 6.",0,0,0
"[student] Oh, so we don’t –
[teacher] You do have to write a sentence.
[student] I did.
[teacher] Okay.  That’s a sentence?  Sentence?  A complete sentence?",Oh.  I thought you were talking about a math sentence.,"[teacher] No, like a sentence, grammatical correct sentence.  The, there are five players are left over.  Does that make sense to you when you read it like that?
[student] [Inaudible].
[teacher] Write the answer as a quotient with a remainder.  So there are –
[student] [Inaudible] are messed up.",0,0,0
"[student] To get opinions.
[teacher] What are you looking at here?  Like what – you're talking about ties, right?  Think about ties and the teacher and what a teacher might wanna do for her students with the ties.
[student] I know one.  The students are supposed to be wearing ties. Some of them don't, so she's trying to find out who's wearing and who is not wearing about her students.
[teacher] Why would she possibly care about them wearing ties or what might she do to try to get them ties?",To get – I guess it's the rule.,"[teacher] So maybe she wants to discipline the students who don't have them, and she's gotta figure out what portion of her students don't have them.  Maybe they're getting detention slips, and she has to know how many to print.  You see what I'm saying?  Like think about it development in the story actually put into a situation where somebody is trying to do something.  You see the difference between what you have here and that?  Can you go further with what we're talking about, develop it further?  Yeah.  Go ahead.
[student] Teacher, [inaudible].
[teacher] Let me see.  There are eight children wearing blue hats, and there are seven children wearing green.  There are 18 kids in all.  And Teacher wanted to know how many aren't wearing hats.  You gotta give me a little bit more background.  Why does Teacher care about kids wearing hats?
[student] 'Cause [inaudible].",0,0,0
"[teacher] No, I can’t help you.  What’s going to happen when we take the test?  I won’t be able to help you when you’re drawing.  So you’re working on part C, now?
[student] [Inaudible].
[teacher] You haven’t finished B, yet.  You have to focus, okay, Student T?  [Students working on problem].  Student R, and Student K, how are you doing with your double-digit multiplication? Good?  Okay.  [Students working on problem].
[student] [Inaudible] put it on my desk.","[Inaudible] have a problem, because I know that six times two is twelve, but [inaudible] carry the one.  Six times one is six plus one is [inaudible].","[teacher] Yes.  Oh, I left them there by accident.  Thank you.
[student] [Inaudible].
[teacher] Student M, how are you doing?
[student] [Inaudible].",0,0,0
"[teacher] Okay, Student A, your thumb is still down, correct?
[student] [Inaudible]
[teacher] Everyone else confirms it’s 314?
[teacher] Okay.","23, B, find the area.  Student L?","[student] I think I missed that problem.
[teacher] Pick somebody else.
[student] Student O.
[student] Area equals length times width.  Area equals 54 times 98, do you want me to work out the problem or just tell the answer?",0,0,0
"[student] [Inaudible].
[teacher] You got some wearing green and blue hats, that might be where you could go [inaudible].
[student] Really?
[teacher] Yeah.  Get off the other pictures.  Are you using those pictures?  Then put that one down.  Thank you.  No, one.",It's going to take forever if you count them.,"[student] 14.
[student] Two sixths.  Two sixths.
[teacher] You can use – yeah, use – if you're doing a fraction, make sure you write it with the numbers.  Now you don't have to write it in a fraction.  Like what you could say, like if you're talking about all the kids, you could say there are – I'm just making up numbers.  You could say there are 12 students eating lunch in all.  Eight of them are wearing green hats.  Ten of them are wearing blue hats.  Or you could say eight twelfths are wearing – well, no that doesn't work.  You come up with your own problem, but you know what I'm saying?  Like you don't have to do it in fraction form.  You can tell the whole and then tell the parts and ask the question after that.  Like you don't have to say eight twelfths of the kids are wearing green hats. You could say there are 12 in all, 8 of them are wearing a hat.  Do you see the difference?  And you make it – it's your problem, so you make it how you want it.
[student] About 40.",0,0,0
"[student] I don’t have a pen.
[teacher] Okay, well, they’re right here, and I already asked people who needed pens?  Any other questions before I start grading? Your eyes should only be on the paper that you’re grading, not like this – looking over to see what your neighbor is doing with your paper.  Please do a good job because this is somebody else’s grade.  Student D?
[student] I just had one question.  So you don’t write the…
[teacher] You don’t have to worry about writing the right answer.",But you don’t write the score unless it’s 100 percent?,"[teacher] You don’t write the percent unless it’s 100 percent.  If they miss four you put minus four and you circle it.  You don’t worry about percent unless they got 100, because I’ll write the percent on there.  At the end you’ll get your paper back so you can see how you did, so don’t worry about looking over in the meantime.  So please be looking at your paper the entire time.  And again, for the people who weren’t here yesterday, you’re not writing in the right answer, you’re just circling it because I’m going to go fast and you might not have enough time to do that. Student G, do you know how to grade this paper?
[student] Yeah.
[teacher] What do you do if it’s right?
[student] [Inaudible].",0,0,1
"[student] This is my geometry project.  Table of contents.  [Mumbling]. My point line.  My segment ray.  My plane.  My acute angle, right angle, obtuse angle.  My quadrilateral, square, rectangle, rhombus, trapezoid, and parallelogram.  Shapes with symmetry.  Shapes without symmetry.  My circumference. Core.  Radius.  Diameter, and [inaudible].  Flip, slide, and turn.  And then my glossary.  Okay.
[teacher] [Inaudible] didn’t have to do this.
[student] [Inaudible] over your head.
[teacher] All right?","This is my point line.  Ray and plane and all that stuff that we have to do.  What?  I don’t want to explain all of this. [Inaudible] my angles.  My quadrilaterals?  Yeah.  And – oh these are my lines of symmetry.  They got two that – I messed up on that part.  Oh, and then the rest of the pages [inaudible] of my house.","[teacher] So, bring them tomorrow.
[student] Okay.  [Crosstalk].  [Inaudible].
[teacher] [Inaudible].
[student] Here’s my geometry project.  My table of contents.  My point line.  Segment.  Ray.  Plane.  Quadrilaterals.  Right angles.  Obtuse angles.  Core.  Diameter.  Radius. Symmetry, and shapes without symmetry.  Flips. [Inaudible].  Trans – what?",0,0,0
"[student] [Inaudible].
[teacher] That’s because [inaudible].  [Inaudible].  [Inaudible].
[student] Bye.
[teacher] Okay, we’re starting off this morning real quick before you If you look at up here at our chart, we’ve got Summing Up Area.  The thing","All right.  Being today is February 1st, in one month that would mean it’s March 1st if we added one month, and 13 days make it March 14th.  And it is international – twice in a lifetime this will happen – pi day.  Now, if it’s the third month of the year and you put a slash, or a dot, whatever you do, if you put a dot it’s going to be three point fourteen.  Three point one four.  That’s the first three digits of pi, as we all know.  And then this will happen one more time, which we will all get to see in 2015 when the second two digits of – when the fourth two digits of pi will be unveiled.  It will be three point one four one five.  And that’s going to be – this will happen again in one thousand years.  So [inaudible] it while you can.","[teacher] All right.  And then Student M found – she went to the library and found a cool book that has all that in there.  And a little bit of background information of where we came up with all these formulas, all right?  I’m giving you two minutes before everybody’s got leave, if you’ll share what you’ve found.
[student] Okay.  We’re doing area.  [Inaudible] -
[teacher] Okay, talk loud for us.
[student] [Inaudible].  “Most of the farmers thought the land was [inaudible].  But [inaudible].  The area of land to be taxed they worked out.  Well this could be done with triangles.  Let me see if it has three sides.  [Inaudible] divided into [inaudible] right angle by [inaudible] straight lines across [inaudible].  A right triangle is simply half a rectangle.  So you would simply multiply the length by the width, and then divide in half.  Then you just add up all the triangles.  Then you just add up the area of all the triangles.”",0,0,0
"[student] A diamond.
[teacher] You're talking about the line?
[student] Yes.
[teacher] Can you explain to us how you got your answer of 12?",I got my answer of 12 because I found the other line times – 6 plus 6 or 6 times 2.,"[teacher] Okay.  Does everybody understand how he got the answer?
[multiple students] No.
[multiple students] Yes.
[teacher] Okay.  Let's look at it.  We're using this formula now, right? Pi times what?  D.  Let's just write the total value of the pi is 3.14.  So the next thing we're going to look for is D.  I'm going to look for the value of D in your circle one.  It did not give you – circle one only gave you what? What is the distance from here to here?  What is that?",0,0,0
